wsj.png,wsj.com,
nytimes.png,nytimes.com,
washingtonpost.png,washingtonpost.com,
nationalreview.png,nationalreview.com,
politico.png,politico.com,
foxnews.png,foxnews.com,  
cnn.png,cnn.com,
dailycaller.png,dailycaller.com,
theblaze.png,theblaze.com,
drudgereport.png,drudgereport.com,
redstate.png,redstate.com,
infowars.png,infowars.com,      
puke.png,breitbart.com,
talkingpointsmemo.png,talkingpointsmemo.com,
theguardian.png,theguardian.com,
mail.png,dailymail.co.uk,
conservativereview.png, conservativereview.com,
